nghb_name;nghb_external_code;city_id
Magdalena de las Salinas;1162;1006
Panamericana;1163;1006
Ampliación Panamericana;1164;1006
Defensores de La República;1166;1006
Héroe de Nacozari;1167;1006
Guadalupe Victoria;1168;1006
Vallejo Poniente;1169;1006
Industrial;1170;1006
Estrella;1172;1006
Aragón Inguarán;1174;1006
Tres Estrellas;1175;1006
Gertrudis Sánchez 1a Sección;1176;1006
Gertrudis Sánchez 3a Sección;2886;1006
Gertrudis Sánchez 2a Sección;1178;1006
Guadalupe Tepeyac;1179;1006
7 de Noviembre;1180;1006
Bondojito;1181;1006
Faja de Oro;1182;1006
Las Moras;3613;956
Independencia;1483;956
Pablo Gómez;1488;956
Fonapo;1487;956
Parque Industrial Fama;2;956
Tierra y Libertad;1489;956
Ignacio C. Enríquez (FONAPO);5733;956
Vencedores del Desierto;1491;956
1ro de Mayo;1490;956
Residencial San Jorge;3753;956
Los Olivos;3;956
Magisterial;1492;956
Residencial Valle Verde;3754;956
Ladrillera Meléndez;5500;956
Rancho el Jazmín;5559;956
Rancho Reyes López;5585;956
Rancho Santa Fe;5590;956
Colonia Abraham González (La Quemada);5892;956
La Concepción;5480;956
La Joya;5486;956
La Joyita;5487;956
La Rosita;5494;956
Pénjamo;5541;956
Rancho Delgado Villa (El Crucero);5553;956
Rancho Santa Mónica;5591;956
Granja Rico;5458;956
San Andrés;8271;553
Santa María Citendeje;727;553
San Isidro;7307;553
La Presa;7303;553
Los Martínez;7305;553
Nenaxi;7304;553
San Marcos Cuajomulco;6723;553
San Juan Cuajomulco;729;553
Barrio Santa Cruz Chico;9547;553
San Juan Cuajomulco;7300;553
Santiago Casandeje;728;553
Alcibar;7302;553
Chimeje;7301;553
San José Boqui;6722;553
La Luz;6708;553
El Lindero;6713;553
Tula;6711;553
Boyecha;6706;553
Huemetla;6719;553
La Fuente;738;553
Endavaci;7298;553
Santiago Yeche;734;553
Engaseme;7296;553
Los Reyes San Dimas;7294;553
San Francisco Cheje;737;553
Cheje;6718;553
Providencia;7295;553
San Pascual Meje;735;553
15 de Agosto;6717;553
Tiacaque;6724;553
Los Reyes;736;553
La Providencia;733;553
Santa Elena;7291;553
La Unión;7293;553
Del Progreso;6712;553
La Soledad;7290;553
Los Javieres;7292;553
Los Tecolotes;730;553
Legorreta;7288;553
Santa Clara;7289;553
Pasteje;7299;553
Las Ánimas Villeje;6720;553
Guadalupe;8162;553
San Jacinto;6709;553
San Joaquín;6710;553
Buenavista;7287;553
San José Nativitas;7286;553
La Manga;7284;553
Siffari;741;553
La Era;6715;553
Ojo de Agua;6721;553
Santa Mónica Caspu;7285;553
Mavoro;739;553
Zacualpan;742;553
San José Villeje;8294;553
La Tenería;6716;553
Santa María Endare;725;553
El Ruso;6714;553
La Venta;740;553
La Loma;6707;553
San Francisco de Asís;5240;547
Profedixi;5242;547
Magisterial;9518;547
La Concepción de los Baños;6657;547
Profedixi II;5243;547
Sedue;5239;547
Ixtlahuaca de Rayón Centro;744;547
Los Veranos;7059;1032
Mesa del Pata de Gallo;7105;1032
Tierras Coloradas;7311;1032
Tortugas;7320;1032
Arroyo Hondo;6138;1032
Cerros Juntos;6236;1032
Chalates;6241;1032
El Chalate;6333;1032
El Rincón;6426;1032
El Venado;6461;1032
Faustino Galindo;6479;1032
Jorge Alvarado;6506;1032
La Ciénega;6540;1032
La Mesa;6633;1032
La Torre;6704;1032
Las Botijas;6735;1032
Las Joyas de los Limones;6802;1032
Las Minas;6829;1032
Las Tortugas;6862;1032
Los Arcos;6907;1032
Los Peines;7025;1032
Los Pinos;7031;1032
Los Zancudos;7061;1032
Mesa de las Cruces;7086;1032
Plátano Enterrado;7188;1032
Potreros;7189;1032
Rancho de las Manzanillas;7210;1032
Tezcalame;7287;1032
Tierras Coloradas;7310;1032
Canoas;987;1032
Adelaido Santana;6095;1032
Agua Caliente;6099;1032
Canoítas;6183;1032
Chichocta;6253;1032
Cihuacora;6266;1032
El Carrizalillo;6324;1032
La Ceja;6534;1032
La Ciénega;6542;1032
La Cueva del Diablo;6558;1032
La Mesa del Cordón;6652;1032
La Palma;6675;1032
Las Cruces;6755;1032
Los Altos;6898;1032
Los Barrancos;6916;1032
Los Barriles (Barrilitos);6918;1032
Los Troncones;7058;1032
Tepetate;7275;1032
Tierras Azules;7303;1032
Yerbanís;7333;1032
La Guajolota;973;1032
Azucena;6143;1032
Ceja de los Sauces;6201;1032
Cerro Alto;6209;1032
El Carrizal;6321;1032
El Carrizo;6325;1032
El Roble;6435;1032
La Laguna (La Joya);6620;1032
La Mesa;6634;1032
La Mesa de Tierra Blanca (La Mesita del Diablo);6650;1032
Las Aguilillas (El Venado);6726;1032
Las Colmenas;6749;1032
Las Joyas;6788;1032
Los Gavilanes;6978;1032
Los Nopales;7016;1032
Los Saltos;7042;1032
Los Saltos;7043;1032
Los Veranos;7060;1032
Nopalitos (La Nopalera);7130;1032
Santa Teresa;7246;1032
Tachichilpa;7266;1032
Tierra Blanca;7292;1032
Yerbanices;7332;1032
Zopilotes;7348;1032
La Ventana;978;1032
Arroyo de Zapotes;6133;1032
El Rincón (Los Horcones);6432;1032
Jabalíes;6503;1032
Las Arenas;6729;1032
Las Estrellas;6770;1032
Las Lomas;6809;1032
Las Manzanas;6812;1032
Las Mariposas (Las Flores);6817;1032
Los Leones;6995;1032
Peñasco Blanco;7148;1032
Tierra Blanca;7293;1032
Tierra Colorada;7299;1032
Buenos Aires;796;552
Manzana Segunda de Santa Cruz Tepexpan;8733;552
Santa Cruz Tepexpan;8726;552
San José del Sitio;791;552
San Francisco el Alto;6918;552
Bóximo;8492;552
Alegre;794;552
Dolores Amarillas;793;552
Hacienda Nixini;8735;552
San Antonio Nixini;792;552
Loma de San Felipe;790;552
Mañi (Ex-hacienda de Mañi);802;552
Moxteje;803;552
Santa María Nativitas;8958;552
Loma del Sitio;8741;552
Loma Vicente Guerrero;786;552
Los Ortiz;8729;552
La Nopalera;8508;552
Loma de San Pedro;8736;552
San Felipe Santiago;795;552
Loma Hermosa;6911;552
San Bartolo Oxtotitlán;798;552
De Sila;799;552
Morelos;8738;552
Primero Buenos Aires;6920;552
Santa Lucía;8737;552
Loma de Malacota;789;552
Emiliano Zapata;6909;552
Manzana Quinta de San Bartolo Oxtotitlán;6902;552
Benito Juárez San Felipe Santiago;6921;552
El Rincón Loma de Hidalgo;8739;552
Loma de Hidalgo Manzana Cuarta;8747;552
Loma de Hidalgo Colonia Benito Juárez;8749;552
Flores Magón;8740;552
Manzana Tercera Loma de Hidalgo;8746;552
Loma de Hidalgo;800;552
Colorado;804;552
Palo Gacho;8744;552
Santa María Nativitas;6901;552
Temoaya;819;592
Tlaltenango Arriba;6943;592
Tlaltenango Abajo;6779;592
Pothé;812;592
Jiquipilco el Viejo 1ra. Sección;829;592
La Cañada;807;592
Jiquipilco el Viejo 2da. Sección;7372;592
Adolfo lópez Mateos;7375;592
Tierra Blanca;6778;592
Cerrito del Panal;825;592
Loma Alta;810;592
Calle Real;823;592
Enthavi 3ra. Sección;7371;592
Enthavi;828;592
Solalpan 2a. Sección;7380;592
Zanja Vieja;833;592
Enthavi 2da. Sección;7370;592
San Pedro Abajo 2a Sección;831;592
Solalpan 1ra. Sección;830;592
Luis Donaldo Colosio Murrieta;6775;592
Tlaltenanguito;834;592
San Pedro Abajo;7377;592
Laurel 1ra. Sección;827;592
San Pedro Arriba 5a Sección;7379;592
San Pedro Abajo 1a. Sección (Loma del Carcol);8655;592
San Pedro Arriba 4a Sección;6944;592
San Pedro Arriba 3a Sección;832;592
San Pedro Arriba 2da. Sección;6946;592
Laureles 2da. Sección;7374;592
San Pedro Arriba;7378;592
Centro Ceremonial Otomí;8652;592
Mimbres;6780;592
San Lorenzo Oyamel;817;592
Molino Arriba;7376;592
La Magdalena Tenexpan;808;592
Campamento Kilometro 48;7373;592
Lomas del Progreso;6774;592
De Trojes;809;592
San José Pathe;824;592
San Antonio del Puente;6776;592
Morelos;835;592
Dolores;806;592
Llano de la Y;6773;592
Buenavista el Grande;814;592
Magdalena Tenexpan 3a y 4a Sección;7382;592
La Magadalena Tenexpan Cuarta Sección;8653;592
Molino Abajo;811;592
Lomas de San Nicolás;6945;592
San Diego Alcalá;813;592
Emiliano Zapata;7381;592
Lázaro Cárdenas;821;592
San Diego Alcalá Cuarta Sección;8654;592
San José Comalco;815;592
San Mateo Alcalá;6777;592
San José las Lomas;816;592
Allende;805;592
Las Lomas;822;592
Taborda;818;592
San Pedro;9098;510
Almoloya de Juárez Centro;836;510
Armando Bernal;5202;510
Ecológico SUTEYM;5203;510
Santa Juana Primera Sección;847;510
Colinas del Sol;6398;510
Mina México;841;510
El Plan de San Pedro;8542;510
San José Amealco (Rancho el Capulín);8555;510
Ejido San Pedro;844;510
Rincón del Alamo;7461;510
Barrio San Pedro Zona Norte;8535;510
Ejido de San Lorenzo Cuauhtenco;8540;510
San Nicolás;8556;510
Barrio de la Cabecera Primera Sección;840;510
Santiaguito Tlalcilalcali;848;510
Barrio de la Cabecera Tercera Sección;6814;510
Barrio Santa Juana;8536;510
La Cabecera;7463;510
Cerro San Mateo;8538;510
Cereso Almoloya;838;510
San Mateo Tlalchichilpan;842;510
Framboyanes;7462;510
San Miguel Almoloyan;851;510
El Tepetatal;6819;510
Colonia la Navidad;8539;510
Santa María Nativitas;852;510
Loma de Juárez;5244;510
San Pedro de la Hortaliza (Ej. Almoloyán);846;510
San Lorenzo Cuauhtenco;850;510
El Plan;7460;510
Loma del Jacal (Loma de las Mangas);8548;510
Mextepec (Ex-hacienda Mextepex);858;510
Laguna de Tabernillas (El Resbaloso);6825;510
Tabernillas (Santa Catarina);853;510
Benito Juárez;837;510
San Pablo Chimalpa;740;1005
Piloncillos;2442;1027
La Lobera;2487;1027
Los Berros;2404;1027
Las Huertas;2440;1027
San Miguel;2453;1027
San Andrés de Abajo;2591;1027
El Potrero Viejo;2422;1027
El Venado;2449;1027
El Carrizo;1480;1027
Agua Zarca;2463;1027
Nombre de Dios;2503;1027
Ciénega de los Remedios;1479;1027
Zape Chico;1496;1027
Ambrosio Reyes Rivera;2607;1027
Jesús Ramos Aguirre;2609;1027
La Otra Banda;2610;1027
El Zape;1494;1027
Ciénega de Quelites (Quelites);1495;1027
El Cuervito;2446;1027
Contrayerba;2476;1027
Alfredo Blanco;2606;1027
Escobar y Anexos;2412;1027
Palomas;4773;1027
Carricitos;2467;1027
Posta de Jihuites;1501;1027
El Ojito;2523;1027
Boleras;1500;1027
Chupaderos;2474;1027
El Mortero;2457;1027
La Soledad;2496;1027
Los Álamos;1484;1027
Arroyo Seco;2564;1027
Agua Caliente;1481;1027
Coscomate;1483;1027
Portales;1490;1027
Los Ídolos;2452;1027
Los Nopales;1482;1027
Arroyo del Corral;2444;1027
El Cerro;2568;1027
La Labor de San Javier;2414;1027
José María Morelos;1497;1027
San Isidro;1499;1027
San Mateo;2460;1027
Las Huertas de Morelos;2447;1027
Biogame;1498;1027
La Cieneguita;2408;1027
Llano del Pino;2579;1027
Biogamito;2455;1027
Guanillava;2520;1027
San Javier;2623;1027
El Barro;2445;1027
La Peña;2456;1027
Las Trabas;2521;1027
Bajío del Alambre;2399;1027
Las Adjuntas;2396;1027
Agua Amarilla;2430;1027
La Pitarrilla;2491;1027
El Gato;2560;1027
Los Desmontes;2571;1027
El Cócono;2620;1027
El Chihuital;4762;1027
Ciénega Amarilla de Abajo;2406;1027
Laguna Seca (Las Mangas);2429;1027
La Cieneguita;2475;1027
Los Frailes;2519;1027
Cebollas;2522;1027
Rincón del Bajío (Rincón de Cebollas);2529;1027
Arroyo del Conejo;2563;1027
Rancho de Peña;2587;1027
Rancho Nuevo;2596;1027
El Salitre;1493;1027
Bajío Redondo;2401;1027
Ciénega Amarilla de Arriba;2569;1027
Rancho Alberto;2586;1027
Cristales;2409;1027
Las Cuevas;2479;1027
La Joya de Lascano;2537;1027
El Relámpago;2588;1027
El Arroyo del Alamillo (Los Lobos);4760;1027
Enríquez;2411;1027
Bajío del Tapanco;4756;1027
Los Algodones;4915;964
San Antinio de Arriba;4775;1027
El Alamillo;2397;1027
La Manada;2417;1027
San José de la Trampa;2426;1027
Chiqueros;2472;1027
Talayotes;2533;1027
Mesa de los Tanques;2582;1027
La Osa;2622;1027
La Joya de Ayala;2413;1027
El Chorro;2473;1027
El Ranchito;2524;1027
Curva Blanca;2605;1027
Todos Santos;2526;1027
El Monzón;2530;1027
Arroyo del Hacho (La Cruz);2398;1027
El Río Chiquihuites;2493;1027
El Barradón;2604;1027
Predilecta;2527;1027
Los Bajíos;2574;1027
El Pájaro;4764;1027
La Calera;2451;1027
El Ranchito;2585;1027
San Pedro;2427;1027
Rosales;2448;1027
Fanny;2484;1027
Colonia Metalúrgica (La Planta);2600;1027
Emigdio Mata Ortega;2608;1027
Potrerillos;2421;1027
Arianeña;2528;1027
Alfonso Chávez;2621;1027
Tapustete;2525;1027
Talistipa;2601;1027
Cuevitas;4758;1027
Los Lobos;2415;1027
Potrerillos;2439;1027
Las Canoas;2405;1027
Salsipuedes;2458;1027
Barbacoas;2402;1027
El Zorrillo;2428;1027
Piedra Agujerada;2434;1027
Rancho Viejo;2507;1027
La Canoa;2536;1027
El Río;2589;1027
Romerillos;2590;1027
La Frontera;7759;959
Rancho Maldonado;7779;959
El Rincón;7752;959
Rancho Piñones;7781;959
La Lengüetita;7762;959
Rancho de Rosas;1692;959
Piedras Verdes;7776;959
Nuevo Palomas;5788;959
La Tinaja;7766;959
Temporales de Peña (Palomas de Arriba);7785;959
La Lengüeta;7761;959
La Dalia;7758;959
Quiroga;7777;959
Santa Rosa (Xicoténcatl);1686;959
El Terrero;1689;959
El Álamo;7747;959
La Noria;7765;959
Otra Banda del Río;7774;959
El Lugo;7748;959
Plan de Iguala (La Tapia);1688;959
Las Gallinas;7770;959
Perales;7775;959
La Baeza;7756;959
La Nopalera;7764;959
Mesa Calderón;7772;959
Lajas de Arriba;7769;959
Puerto de Redondeados;5093;964
Rancho de Enmedio;5118;964
Rancho Luis;5132;964
Atascaderos;1814;964
El Bajío;4435;964
El Inglés;4515;964
El Potrero;4562;964
La Lagunita;4761;964
Las Chibarrias;4856;964
Las Papas;4893;964
Los Arbolitos;4917;964
Mesa del Triguito (Echadero Verde);5006;964
Puerto Blanco;5078;964
Río de los Nolasco;5153;964
Río de los Valenzuela;5154;964
Tableteros;5225;964
Trojas de los Chaparro (Trojas de Arriba);5256;964
Barranca del Valle;4323;964
El Bajío Largo de Atascaderos;4438;964
La Gloria;4739;964
El Burro;4448;964
El Desmonte de Chuy;4495;964
El Lucas;4525;964
La Mesita;4795;964
La Viviana;4844;964
Guaymas;4672;964
La Lagunita;4760;964
Las Cuevas;4860;964
Ojuelos;5031;964
El Rincón de las Tazoleras;4601;964
La Tambora;4832;964
Tierra Blanca;5241;964
Corral de Piedra;4398;964
Los Parajes;4942;964
San Rafael;1817;964
El Desmonte;4494;964
Puerto de Ojuelos (Agua Escondida);5092;964
El Aguaje;4415;964
El Barrito;4440;964
El Ciprés;4481;964
Las Vegas;4909;964
El Rincón Negro;4603;964
La Angostura;4688;964
La Libertad;4769;964
LLano Blanco;4912;964
Mesa Blanca;4958;964
El Cebollín;4465;964
El Muertecito;4531;964
El Zapote;4654;964
Nacimiento;5022;964
Santa Rosalía de Carrizal;5207;964
Winolar;5262;964
Mesa del Rayito;5004;964
Potrero de Orpineda;5077;964
Santa Matilde;5204;964
La Mesa de la Osa;4782;964
Mesa del Durazno;5000;964
San Félix;5171;964
El Terrerito;4629;964
El Tigre;4634;964
La Puerta;4814;964
El Naranjito;4534;964
El Palmito;4544;964
La Estacada;4735;964
Lo de Pablo;4913;964
San Rafael de los Rodríguez (La Mesa);5198;964
Potreritos;5075;964
San Francisco de los Salgueiro;5170;964
Alisitos;4247;964
El Durazno;4499;964
Galeana;4667;964
Agua Zarca;4243;964
Ciénega de Silva;4387;964
El Saucito de Araujo;4619;964
La Joyita;4756;964
La Sierrita;4825;964
Los Cortijos;4924;964
Los Indios;4928;964
Palo Verde;5041;964
Tierra Nueva;5248;964
Triana;5254;964
Santo Domingo;1808;964
Basonopita de Abajo;4328;964
Carboneras;4357;964
El Cordón;4484;964
El Pie de la Cuesta;4551;964
Santa Anita;8156;990
Chipuachi;8467;962
Chuhachi;8486;962
Cordón de la Cumbre;8529;962
Cumbre de los Aguajitos;8546;962
El Bajío;8591;962
El Ranchito;8675;962
El Ranchito;8677;962
La Angostura;8856;962
La Lajita;8900;962
La Lobera;8904;962
La Mesita (La Mesita de Buenavista);8921;962
Mesa de Situchi;9032;962
Moba;9051;962
Natahuachi;9111;962
Orachi;9139;962
Pachoachi;9146;962
Pareguachi;9164;962
Remojachi;9300;962
Sahuarare;9439;962
San Caralampio;9451;962
Sepotachi;9503;962
Sitagapachi;9530;962
Zapareachi [Aserradero];9643;962
Arroyo la Ciénega;8252;962
Casa Redonda;8429;962
El Fraile;8618;962
Huillorare;8816;962
La Laguna de los Caballos;8891;962
Los Cerritos;8968;962
Matiorare;9002;962
Mesa del Durazno;9041;962
Nepomuceno;9113;962
La Concepción;9008;565
Cantaros I;6174;565
Unidad Magisterial;8136;565
Cantaros II;6175;565
San Juan Tlihuaca;2961;565
San Carlos;5628;565
Fuentes de San José;7030;565
Paseo de San Carlos;5627;565
Francisco I. Madero 1a. Sección;2963;565
Francisco I. Madero Sección 20;8134;565
Arcoiris;2962;565
Mirador del Conde;8137;565
Benito Juárez Barrón;2965;565
San Ildefonso;2966;565
Francisco Sarabia 1a. Sección;2968;565
Francisco Sarabia 2a. Sección;8139;565
Campestre Liberación;2121;565
Bulevares del Lago;5097;565
Granjas de Guadalupe 1a. Sección;2969;565
Clara Córdova Morán;5147;565
Ampliación Granjas de Guadalupe;8135;565
Vista Verde;5629;565
Loma de la Cruz 1a. Sección;2971;565
La Colmena;2970;565
Pueblo Viejo;5149;565
Lomas del Lago;2972;565
Sitio 217;2973;565
San Miguel 8va. Ampliación;1570;1008
El Oro de Hidalgo;584;569
Santiago Oxtempan;588;569
Aquiles Serdán;590;569
Benito Juárez;5238;569
La Lomita;7310;569
San Nicolás Tultenango;595;569
Santiago Oxtempan;7309;569
El Mogote;6674;569
San Nicolás el Oro (Agua Escondida);591;569
La Nopalera;592;569
Tultenango;594;569
Venta del Aire;593;569
Bassoco;609;569
La Soledad;7311;569
Santa Rosa de Lima;598;569
Las Peñitas;6679;569
Santa Rosa de Guadalupe;7313;569
San Nicolás el Oro;600;569
Cuauhtémoc;599;569
Monte Alto;7312;569
El Gigante;6678;569
Llanito Cuatro;7321;569
San Rafael;8200;569
Cerro Llorón;6677;569
Francisco I Madero;586;569
La Presa Brockman;601;569
El Carmen;8159;569
Loma de la Cima;602;569
Santa Cruz el Tejocote;6673;569
Tapaxco;605;569
Adolfo López Mateos;610;569
La Jordana;611;569
La Palma;7317;569
Pueblo Nuevo de los Ángeles;8192;569
Pueblo Nuevo;604;569
Citeje;613;569
Benemerito;7316;569
San Isidro;616;569
La Mesa;614;569
La Magdalena Morelos;615;569
Endotejiare;612;569
Yomeje;607;569
Laguna Seca;7318;569
La Concepción I;7315;569
La Concepción II;597;569
Buenavista;606;569
San Juan Bosco;7314;569
San Felipe del Progreso Centro;630;579
La Tenería;9686;579
José María Morelos;9513;579
Las Colonias;9515;579
Guadalupe;7124;579
Tunal Nenaxi;641;579
Flor de María;7125;579
San Isidro Nenaxi;8210;579
El Agostadero;6931;579
La Esperanza;7123;579
San Juan Jalpa;7126;579
La Cabecera;624;579
San Juan Xalpa;634;579
Plateros Palmillas;7127;579
El Carmen Ocotepec;618;579
Palmillas;627;579
La Concepción Chico (El Centro);6940;579
Concepción;625;579
Guadalupe San Lucas;7134;579
Calvario Buenavista;617;579
San Lucas Ocotepec;635;579
Ejidal;8475;579
El Tunal;622;579
El Obraje;649;579
San José del Rincón;652;1212
El Porvenir;701;1212
Guadalupe del Pedregal;704;1212
Pata de Mula de los Cedros (Patemula);709;1212
El Consuelo;710;1212
Emiliano Zapata;5769;1212
Llanito Cuatro;8764;1212
La Soledad El Guarda;673;1212
San Miguel del Centro;700;1212
San Francisco Solo;702;1212
San Francisco de la Loma;707;1212
San Juan Evangelista Fracción Diez;5767;1212
La Cuadrilla San Miguel del Centro;5768;1212
Jesús Carranza;699;1212
Rosa de la Palma;648;1212
Santa Cruz del Rincón;669;1212
Loma del Capulín;8765;1212
San Onofre Centro (Carmona);696;1212
Cedro de la Manzana;703;1212
Lázaro Cárdenas;8768;1212
El Guarda Ejido;8767;1212
Guarda de Guadalupe;646;1212
Guadalupe del Pedregal la Palma;705;1212
San Onofre;5770;1212
La Soledad;5761;1212
San Isidro;5763;1212
San Jerónimo de los Dolores;713;1212
San Miguel Agua Bendita;668;1212
La Desviación;5764;1212
San Miguel Chisda;677;1212
Buenavista Casa Blanca;653;1212
Estación Trinidad;667;1212
El Valerio;694;1212
La Esperanza;672;1212
Yondece del Cedro;670;1212
La Trinidad Concepción;674;1212
Concepción del Monte;664;1212
San Joaquín del Monte;666;1212
Guadalupe Buenavista;678;1212
Guadalupe Chico;5760;1212
Fábrica Concepción;671;1212
Buenavista Casa Blanca;5759;1212
Rosa del Calvario;665;1212
Guadalupe las Cabras;5754;1212
San Felipe de Jesús;662;1212
La Rosa San Antonio;5753;1212
La Lagunilla;5756;1212
Las Canoas;5757;1212
Purungueo;5755;1212
Falda Loma;5758;1212
Las Palomas;7081;1212
Palo Amarillo;660;1212
Garatachea;5751;1212
Rosa de Palo Amarillo;661;1212
San Jerónimo Pilitas;680;1212
Pancho Maya;5749;1212
Cevatí;5752;1212
Shindeje;7188;561
El Cuadro;4024;1044
El Quemado;4084;1044
Huachimetas de Arriba;4133;1044
La Cañita;4148;1044
La Ramada;4226;1044
Los Estanques (Silviano Soto);4303;1044
San Blas;4365;1044
Las Delicias;4255;1044
Las Lagunitas;4261;1044
Las Truchas;4272;1044
San Francisco de los Lobos;4367;1044
La Pinaloza;4217;1044
La Vinata;4241;1044
José Maria Castorena;741;1005
Lomas de Vista Hermosa;746;1005
Cooperativa Palo Alto;748;1005
Granjas Palo Alto;751;1005
Campestre Palo Alto;752;1005
Bosques de las Lomas;753;1005
Villas Marbella;755;1005
Cumbres Reforma;757;1005
Lomas del Chamizal;758;1005
Rincón de las Lomas;763;1005
San José de los Cedros;766;1005
Club de Golf Bosques;2616;1005
Granjas Navidad;768;1005
Tepetongo;769;1005
El Ébano;770;1005
Nueva Rosita;772;1005
El Molino;774;1005
Jardines de la Palma;776;1005
Jesús del Monte;777;1005
Villas de Cuajimalpa;779;1005
Amado Nervo;780;1005
Manzanastitla;782;1005
Adolfo López Mateos;783;1005
El Molinito;785;1005
El Yaqui;786;1005
Ampliación Memetla;789;1005
Ampliación el Yaqui;2869;1005
Lomas de Memetla;787;1005
Memetla;788;1005
Santa Fe Cuajimalpa;792;1005
Cruz Manca;793;1005
Locaxco;794;1005
Las Tinajas;797;1005
Lomas de San Pedro;799;1005
El Tianguillo;800;1005
San Lorenzo Acopilco;801;1005
1° de Mayo;2866;1005
Contadero;803;1005
La Venta;808;1005
Parajes;4345;1044
Cibeles;3972;1044
El Purgatorío;4083;1044
La Flor (Sanjoncito);4170;1044
La Pasadita;4212;1044
Los Alamillos;4278;1044
San Juan de Agua Blanca (Las Paridas);4384;1044
Cruces;3979;1044
El Cócono;4018;1044
La Angostura;4139;1044
Los Altares;4282;1044
Los Estanques;4301;1044
Vencedores;739;1044
El Gato;4031;1044
Los Duraznitos;4299;1044
La Medalla;4194;1044
Los Frailecitos;4304;1044
El Encinito (La Lajita);4028;1044
El Tecolote;4116;1044
El Yaqui;4123;1044
La Aplastada;4141;1044
La Cumbre;4162;1044
Agua Blanca;735;1044
La Mesa del Madroño;4199;1044
San Ignacio de la Guitarra;4372;1044
Las Flores;2253;1044
El Ranchito;4091;1044
La Hedionda;4180;1044
La Mesa de los Caballos;4197;1044
La Obscuridad;4208;1044
Crucero a Las Flores;3978;1044
El Madroñito;4052;1044
El Saltito;4110;1044
La Bolsa;4143;1044
Palos Caídos;4344;1044
Cuatro Caminos;3981;1044
Potreros de Bueyes;4287;1044
San José del Olvido;4382;1044
Veracruz de la Sierra (El Pueblo);756;1044
Los Alamillos;2200;1044
Arroyo el Saucillal (Rancho Tomas);3953;1044
El Coyote de Abajo;4022;1044
El Ojito del Lobo;4061;1044
El Ranchito de Cornelio;4095;1044
San José de la Puentecilla;4378;1044
Satolitos de la Puerta;4402;1044
La Bellota;4992;1044
La Guitarrita;4178;1044
La Laguna del Tular;4188;1044
La Quebradita de Galindo;4225;1044
Los Aguajitos;4277;1044
Rancho Viejo;4360;1044
El Sobaco;4111;1044
El Tule;4120;1044
El Vetarrón;4122;1044
La Flor del Campo;4171;1044
Las Flores;4257;1044
Los Fresnos;4305;1044
Sotolitos de Carrasco;4401;1044
Unión Modelo (El Pueblito);4413;1044
Bajío Seco;3956;1044
Los Macías;4311;1044
Metatitos;4996;1044
El Alacrán;3985;1044
El Maguey de La Calavera;4056;1044
La Ciénega;4156;1044
La Gatuñenta;4174;1044
Los Charcos;4296;1044
Los Macías de Abajo;4312;1044
Potrerillos;4353;1044
El Arroyo del Saucillal;3992;1044
El Coyote de Arriba;4023;1044
Los Bueyes de Arriba;4288;1044
Peñuelas;4346;1044
San Isidro de Las Lomas;4373;1044
El Chino;4011;1044
La Esperanza;4166;1044
Santa Lucia;2203;1044
Las Güeritas;2234;1044
Los Charcos;4295;1044
Los Pavos;4326;1044
Agua Caliente;2230;1044
La Frontera;2231;1044
Canta Ranas;3964;1044
La Quinta;759;1044
La Plazuela;2235;1044
Chavarría de Arriba;3971;1044
Río de Miravalles;754;1044
Agua Caliente de Arriba;2229;1044
El Oso;2236;1044
Chavarría de Abajo;3970;1044
Las Vueltas;4274;1044
Los Eslabones;4300;1044
Los Laureles;4307;1044
San Pedro;2232;1044
El Rosillo;4106;1044
Los Sótanos;4330;1044
El Barroco;2233;1044
Rancho Solo;4359;1044
Tinajuelas;4409;1044
Doce de Mayo;758;1044
Agua Tibia;2237;1044
La Ciénega;4154;1044
La Lobera;4191;1044
Los Lobos;4310;1044
Los Obscuros;4317;1044
Rancho de Cuca;4357;1044
Las Mesitas;5744;1052
El Molino Tezonco;1648;1008
Huasipungo;2659;1008
Rinconada del Molino;2727;1008
Moyocoyani;2730;1008
Cananea;1651;1008
Valle de San Lorenzo;1652;1008
Carmen Serdán;1653;1008
Lomas Quebradas;1672;1009
La Malinche;1673;1009
San Bartolo Ameyalco;1674;1009
Cuauhtémoc;1675;1009
Unidad Independencia IMSS;1677;1009
Puente Sierra;1679;1009
Batan Viejo;1681;1009
San Jerónimo Lídice;1682;1009
Los Capulines;1684;1009
Bosques de La Magdalena;1685;1009
San Bernabé Ocotepec;1686;1009
El Oasis de San Bernabé;1687;1009
El Tanque;1690;1009
Las Cruces;1691;1009
Los Padres;1692;1009
Lomas de San Bernabé;1693;1009
Huayatla;1694;1009
Ampliación Potrerillo;1695;1009
Tierra Unida;2669;1009
Ampliación Lomas de San Bernabé;1696;1009
Palmas;1697;1009
Atacaxco;1698;1009
Vista Hermosa;1700;1009
Barros Sierra;1701;1009
San Jerónimo Aculco;1702;1009
El Zorrillo (Bajío Almazán);4657;964
La Joyita (El Mosquero);4758;964
Ojo del Buey;5028;964
Mesa de San José;1840;964
Las Tinajas;4904;964
El Tule;5267;964
El Chihuite;4473;964
El Fresno;4507;964
El Muertecito;4532;964
La Boquilla;4691;964
La Hacienda;4741;964
Puerto Blanco;5079;964
Tahonas;5268;964
El Chihuite;4474;964
Los Llanitos;4933;964
Piedras de Amolar;5067;964
Rancho Sula;5139;964
Santo Niño;5212;964
El Ranchito;4579;964
El Valuarte;4644;964
La Cantera;4698;964
