nghb_name;nghb_external_code;city_id
Atlas;109;2419
Villas Vallarta;2272;2419
Zacatecas;2069;2419
Los Ángeles;113;2419
Moderna;117;2419
La Arboleda;118;2419
Privada las Huertas;2063;2419
Arboleda de Tequisquiapan;119;2419
La Huerta;120;2419
Vista Verde;121;2419
Valle de Tequisquiapan;123;2419
Las Norias;934;2419
San Pedro Izhuatepec;1699;2170
San Juan Tejupa;1700;2170
San Miguel Aguacomulican;1701;2170
San Marcos Acteopan;1703;2153
Atzitzintla;1704;2153
Toctla;1705;2153
Teolco;1707;2181
Cohuecan;1706;2181
Cuapesco;1708;2181
Ahuatelco;1709;2181
Tepango;1710;2181
San Felipe Tepemaxalco;1711;2313
Xicotzingo;1712;2313
Tepapayeca;1714;2333
Coatepec;1713;2333
Tlapanala;1715;2333
Aztla;1716;2333
Ayotlicha;1717;2333
Santo Domingo Ayotlicha;1718;2333
Tepetzingo;1719;2333
Chalma;1720;2333
Tepexco;1721;2316
Calmeca;1722;2316
Tilapa;1723;2324
Zolonquiapa;1724;2324
Cuexpala;1725;2324
Rijo;1726;2324
Agua Dulce;1727;2324
Cuyutliapa o Casa Blanca;1728;2324
Derramadero;1729;2324
La Galarza;1731;2233
Matzaco;1733;2233
San Miguel las Minas;1732;2233
San Sebastían Puctla;1734;2233
Cristo Rey;3709;2233
Alchichica;1730;2233
San Juan Raboso;1735;2233
Tatetla;1736;2233
Abelardo L. Rodríguez;1737;2233
San Isidro;1739;2233
San José las Bocas;1738;2233
San Juan Colón;1741;2233
Agua Escondida (Santa Cruz Agua Escondida);1740;2233
Las Casitas;1742;2233
Los Amates;1743;2233
Ayutla (San Felipe Ayutla);1744;2233
San Nicolás Tolentino;1747;2233
Santa María Xuchapa;1748;2233
San Lucas Colucan;1745;2233
Jaltianguis (San José Jaltianguis);1746;2233
San Manuel la Parota;1749;2233
Temaxcalapa de Gabino Barreda;1753;2199
Hacienda la Esperanza;8079;2199
Chietla;1750;2199
Morelos;1752;2199
El Organal;1751;2199
Bella Aurora;8080;2199
Lagunillas de Rayón;1767;2199
Coayuca;1755;2199
Buenos Aires;2948;2401
El Orégano;1818;2401
Del Pueblo;1820;2401
La Alameda;1819;2401
Pedregal;1828;2401
Villa de San José;2191;2401
Derramaderos;1827;2401
Fidel Velázquez;348;2426
Praderas del Maurel;353;2426
Bugambilias;865;2426
Las Canteras;2167;2426
Los Álamos;4798;2426
Villas Glorieta;2316;2426
Gral. Genovevo Rivas G 2a Sección;2164;2426
Nuevo Testamento;2277;2426
Rancho Blanco;2924;2426
Gral. Genovevo Rivas G 3a Sección;2165;2426
Misión de San Pedro;3342;2426
Quintas Soledad;4804;2426
Hogares Ferrocarrileros 2a Secc;352;2426
5o Plano de la Genovevo Rivas Guillén;2851;2426
San Francisco de Asís Norte;2882;2426
Azaleas;346;2426
Gral. Genovevo Rivas Guillen;350;2426
Puente Real;354;2426
Hogares Ferrocarrileros 3a Secc;901;2426
Real del Bosque;2539;2426
Villas de San Francisco;2887;2426
Francisco Sarabia;361;2426
Jardines del Valle;363;2426
Unidad Ponciano Arriaga 2a Secc;367;2426
21 de Marzo;369;2426
Graciano Sanchez;349;2426
San Francisco de Asís;2276;2426
El Lavadero;2856;2426
Villas del Potosí;1046;2426
Reforma;1053;2426
Unidad Militar Foresta;2181;2426
Hermenegildo J Aldana;362;2426
Unidad Ponciano Arriaga;366;2426
Santa Mónica;2310;2426
Jardines de Oriente;4818;2426
Nuevo Foresta;974;2426
Benito Juárez;357;2426
Rural W;364;2426
Nueva Reforma;2168;2426
El Laurel;360;2426
Los Gómez;374;2426
San Rafael;378;2426
Villa Alborada;379;2426
Arboledas de Oriente;2157;2426
Real de San Pedro;2177;2426
Villa Jardín;2253;2426
Jardines del Sol;2315;2426
Privada Hacienda Cocoyoc;2870;2426
San Rafael;4807;2426
Valle de Garambullos;4809;2426
Puerta del Sol;2174;2426
Hacienda del Potrero;2330;2426
Privada Hacienda San Gabriel;2875;2426
La Libertad;4819;2426
Foresta;370;2426
La Sierra;920;2426
Bosques de Oriente 1a Secc;2158;2426
Conjunto del Real;2162;2426
Hacienda de las Cruces;2166;2426
Rinconada de Los Hornos;2392;2426
Arboledas II;2852;2426
El Tanquesito;2857;2426
Real de San Pedro II;2877;2426
Roberto Cervantes;2881;2426
Primero de Mayo;320;2426
San Luis 1;376;2426
Privadas de las Haciendas;2173;2426
Privada San Sebastián;2171;2426
Rancho La Libertad;2175;2426
Valle del Cactus;2182;2426
Valle del Altiplano;2187;2426
Valle del Huizache;2188;2426
Quintas de La Hacienda;2189;2426
Hacienda de los Morales;2275;2426
Valle de Las Dunas;2391;2426
Derechos Humanos;2854;2426
Privada Hacienda Guadalupe;2873;2426
Rancho Blanco;4805;2426
Villas del Cactus;1045;2426
Prados de Soledad;2169;2426
Quintas de La Hacienda 2;2208;2426
Villas del Sol;2221;2426
Bosque Real;2393;2426
Primero de Mayo 2a. Sección;2869;2426
Privada Hacienda de San Agustín;2872;2426
Rinconada del Palmar;2991;2426
Valle del Altiplano 2a. Secc.;4810;2426
Hogares Obreros;372;2426
Los Cactus;867;2426
Rinconada B Anaya;2178;2426
Rinconada de Cactus;2179;2426
Valle del Maguey;2400;2426
Bosques de Oriente 2a Secc;864;2426
Privada de La Libertad;2170;2426
Privada Santa Fe;2172;2426
Sierra Bonita;2180;2426
Valle del Agave;2185;2426
Privada Quinta El Márquez;2394;2426
Santa Cruz;2883;2426
Colinas del Bosque;876;2426
Villas de Foresta;2183;2426
Quintas de La Hacienda 3a Secc;2260;2426
Del Bosque;2832;2426
Emiliano Zapata;2858;2426
Privada Hacienda La Estancia;2874;2426
Privada Hacienda San Mateo;2876;2426
Los Hornos;2951;2426
División del Norte Segunda Sección;4833;2426
El Diamante (El Tízar);4840;2426
El Paraíso;4848;2426
El Veintiocho (Crucero la Tinaja);4850;2426
Zamorilla;267;2419
El Carril;4066;2419
Noria del Padre;4194;2419
Pozo Dos el Huizache;4207;2419
Rancho San Blas;4239;2419
San Juan de la Cruz;4252;2419
Angostura El Saucito;260;2419
La Melada;264;2419
Macarenos;268;2419
Maravillas;3002;2419
Loma Prieta;4165;2419
Bugambilias;4047;2419
Rancho el Polvito;4221;2419
San Juan;4251;2419
Mezquital;263;2419
Aurelio Arriaga Cárdenas;4043;2419
Centzontle;4050;2419
El Jacal;4078;2419
El Malacate;4083;2419
Guardiola (El Rosario);4118;2419
Las Jarrillas;4158;2419
Moctezuma;769;2413
Infonavit Enrique Ramírez y Ramírez;30;2387
Miraflores II;735;2387
Cedros;31;2387
Fovissste (II Etapa);751;2387
Sutage INFONAVIT;625;2387
Milenio;731;2387
Forjadores de Quintana Roo;32;2387
Los Almendros;619;2387
El Sol;733;2387
Tumben Cuxtal;626;2387
Fovissste  IV Etapa;627;2387
Jardines;33;2387
Miraflores;34;2387
8 de Octubre;35;2387
Plutarco Elías Calles;36;2387
8 de Octubre;628;2387
Lagunitas;37;2387
Los Monos;772;2387
Bosques del Lago;870;2387
Campestre;38;2387
Framboyanes;39;2387
Italia;40;2387
Josefa Ortiz de Domínguez;41;2387
Aserradero;42;2387
Benito Juárez;43;2387
Taxistas;44;2387
20 de Noviembre;45;2387
Magisterial;46;2387
Santa Isabel Cereso;47;2387
Cereso Chetumal;48;2387
Chetumal (Internacional de Chetumal);49;2387
FOVISSSTE 5a Etapa;631;2387
Estatuto Jurídico;623;2387
Infonavit Álvaro Obregón;52;2387
San Isidro de los Duarte;3116;2437
El Charquito;3027;2437
El Con de San Bernardo;3029;2437
El Saucito;3043;2437
Estanque el Colorado;3047;2437
Jaramas;3053;2437
Los Alamitos (El Chacual);3085;2437
San José;3119;2437
San Juan de Guadalupe;3124;2437
Franco;3052;2437
La Cartuja;3964;2401
Rancho San Tiburcio;4011;2401
Humberto Martínez Castillo;3958;2401
Santa Teresa;4027;2401
Fermín Ortiz;3954;2401
San Tiburcio;4023;2401
El Vergel;3952;2401
La Cuesta (Ejido Ganadero Papagayos);3967;2401
Calzada de San Rafael;1202;2401
El Tomate;3949;2401
El Oasis;3945;2401
Rancho la Palma;4006;2401
Palomas;1233;2401
Cantarranas (El Charco Blanco);3933;2401
La Bonita;3962;2401
San Ignacio;4017;2401
San Luis (Las Pinturas);4019;2401
Santa María;4024;2401
La Encarnación;3968;2401
San Francisco (La Garifa);4015;2401
Rancho Aguilar;3998;2401
Nuevo San Rafael;1194;2401
San Mateo;4021;2401
San Rafael Matriz;4022;2401
El Custodio;1198;2401
Sartenejo;1199;2401
Nuevo Centro de Población Ejidal Plan de San Luis;3989;2401
San Antonio del Toro (Cabeza del Toro);4014;2401
Colonia Agrícola Magdaleno Cedillo;1190;2401
La Guacamaya (La Lagunita);3969;2401
Rancho San José;4009;2401
Puerto de Lobos;3996;2401
La Pendencia;1189;2401
La Providencia;3975;2401
Potrero los Anaya;3994;2401
Zamachihue;1195;2401
San Antonio;1192;2401
San Juan del Llano;1214;2401
Piedra Parada;3992;2401
Rancho la Gloria;4005;2401
El Nogal;3944;2401
Rancho San Miguel;4010;2401
La Barranca;3961;2401
Francia Grande;3956;2401
Las Mesas;3982;2401
Rancho los Ávalos;4008;2401
Ángel García;3926;2401
Francia Chica;3955;2401
Campamento SEMARNAT;3932;2401
El Puertecito;3947;2401
El Olivo;1208;2401
Buenavista del Olivo;3931;2401
El Mequito;3943;2401
San Juan del Meco;1193;2401
Colonia Agrícola Ollitas de las Vacas;1210;2401
Memela;1191;2401
El Capulín;3938;2401
Las Moras;1209;2401
La Manzana (Ampliación Buenavista y Olivo);3972;2401
Las Tortugas (Las Moras);3983;2401
Vistahermosa;6794;2198
San Pablo de las Tunas;2152;2213
Candelaria Portezuelo;2153;2213
San Juan Portezuelo;7213;2213
Santa Úrsula Chiconquiac;2154;2213
San Antonio Portezuelo;2155;2213
Agua Gorda;479;2437
San Pedro Candelaria;7216;2213
San José Buenavista;7215;2213
Guadalupe Analco;7214;2213
Santiago Tenango de Reyes;2156;2213
San Miguel Tecuitlapa;2159;2160
Aljojuca;2158;2160
San Antonio la Cuchilla;2160;2160
San Antonio Jalapasco;2162;2160
Jalapasco el Grande;2161;2160
San Juan Atenco;2164;2278
San José Guerrero;2163;2278
3 Cruces;2165;2278
Santa Cruz Coyotepec;2166;2278
El Llano;7020;2278
San José;3408;2312
San Diego;3420;2312
La Santísima;3403;2312
Huehuetla (Barrio Alto);7260;2220
Leacaman;1061;2220
Ixtepec;1062;2232
Cuajinamin;1063;2232
San Martín;1064;2232
Atlequizayan;1065;2228
Patiy;7591;2228
Ignacio Allende (Concepción);7592;2228
La Lima;1067;2306
Tenampulco;1068;2306
Morelos;1070;2306
El Zapote;1071;2306
La Florida;1072;2306
La Independencia;1073;2306
Santa Cruz Buenavista;1075;2306
Villas de Xalatla;6957;2189
Getzemani - El Nopalito;6909;2189
Tlatempa;973;2356
Tomatlán;974;2356
Merced López;3090;2437
San Francisco (San Francisco de los Rentería);3111;2437
San José de Gracia;3121;2437
San Juan de las Cuadras;3125;2437
San Rafael (Los Duarte);3129;2437
Tanque Nuevo (Rancho Seco);3139;2437
San Luis Gonzaga;476;2437
Santa Rosa de Gallinas;3010;2437
Conitos;3023;2437
Santa Clara de los Bordos;3133;2437
La Cieneguita;3062;2437
El Patolito;3039;2437
El Pastor;3037;2437
Colonia Palomas;3022;2437
El Jardín de los Cuéllar (Puerta el Jardín);3035;2437
Los Conos;3086;2437
La Chancla;3061;2437
Los Joyancos;3087;2437
Puerta de las Chivas (El Palmar);3095;2437
La Laborcilla;480;2437
Colonia los Manueles;3021;2437
El Patol;3038;2437
La Lugarda;3066;2437
Tanque de San Juan;3138;2437
El Refugio del Jardín;3041;2437
Ex-Hacienda de Santiago;3048;2437
La Luz (Los Gutiérrez);3067;2437
Santa Lucía;3134;2437
Florencio Ruiz;3050;2437
Francisco I Madero;473;2437
Colonia Guadalupe Victoria (Fátima);3019;2437
Saucillo (La Joya);3137;2437
San Miguelito;3126;2437
San José de La Purísima;470;2437
El Mezquital;474;2437
Anacleto Betancourt;3015;2437
El Nivel;3036;2437
Las Norias Anexo el Mezquital (Las Mangas);3082;2437
Rancho el Milagro;3098;2437
San Antonio;477;2437
Saucillo;3136;2437
El Tepetate;471;2437
Ojo de Agua de Juan Pérez;3091;2437
Puerto Espino;3096;2437
El Jacalón;3033;2437
Jardín de los Matas;3054;2437
La Boda;3059;2437
Rancho Santa Teresa;3100;2437
El Jardín;3034;2437
La Troje;3079;2437
La Candelaria;3060;2437
San Benito;3107;2437
San Francisco;469;2437
El Carmen;3026;2437
La Puerta del Terrero;3074;2437
Emiliano Zapata;478;2437
La Laguna Verde;3064;2437
La Puerta del Refugio;3072;2437
La Puerta del Rosario;3073;2437
Providencia;3093;2437
Melchor;3089;2437
San Isidro (San José de Fátima);3115;2437
San José de Fátima;3120;2437
Anexo al Tepetatillo;3016;2437
Juan Ramón Almendárez Galván;3057;2437
La Manga;3068;2437
La Troje;3078;2437
Arcadio Juárez;3017;2437
El Cuervo;3031;2437
El Pirulito;3040;2437
Juan Ordaz;3056;2437
Las Rebuscas;3083;2437
San Elías;3108;2437
El Cuartillo;3030;2437
Fraccionamiento el Rosario;3051;2437
La Loma;3065;2437
Los Pelones;3088;2437
El Saucito;3042;2437
El Tepetatillo;3045;2437
Ex-Hacienda San José del Maguey;3049;2437
San Juan;3122;2437
San Pablo;3127;2437
Arnulfo Vázquez Camarillo;3018;2437
San Antonio Puerta del Refugio;3105;2437
San Elías;3109;2437
San Elías;3110;2437
Colonia la Luz;3020;2437
El Garambullo;3032;2437
La Cruz (Armando Campos);3063;2437
Santa Ana (Los Cones);3132;2437
Santiago;481;2437
Vanegas;483;2435
San José de La Punta;482;2435
Presa de Santana;485;2435
Zaragoza;487;2435
Huertecillas;486;2435
San Juan de Vanegas;488;2435
Vanegas de Abajo;489;2435
El Salado;490;2435
El Tepetate;491;2435
San Vicente;493;2435
El Gallo;492;2435
Tanque de López;494;2435
San Juan de La Cruz;496;2435
El Salto Colorado;2827;2435
Noria de Jesús;495;2435
Cedral Centro;497;2398
del Valle;1884;2398
El Dólar;1883;2398
Emiliano Zapata;1890;2398
Valle Verde;1889;2398
La Esperanza;2802;2398
La Unión;1882;2398
Escritores;1885;2398
Progresistas;1887;2398
Del Ferrocarril;1886;2398
San Antonio;1888;2398
Santa Fe;3011;2398
San Isidro;501;2398
Refugio de las Monjas;505;2398
El Blanco;504;2398
Salitrillos del Refugio;507;2398
San Mateo;509;2398
Gallos Blancos;2826;2398
Presa Verde;498;2398
Santa Rita de Sotol;499;2398
Zamarripa;511;2398
San Lorenzo;510;2398
El Llano del Pinto;2718;2398
San Pablo;503;2398
Cerro de Flores;502;2398
Hidalgo;500;2398
El Cuarejo;514;2398
La Crucita;515;2398
Jesús María;512;2398
La Pinta;513;2398
El Saladito;516;2398
Tanque Nuevo;508;2398
Catorce;517;2397
Santa María del Refugio;518;2397
Solidaridad;3658;2280
La Joya;6099;2280
Planetario;3662;2280
Arboledas de San Martín;3664;2280
Expropiación Petrolera 18 de Marzo;3665;2280
PEMEX;5976;2280
6 de Enero;6531;2280
Lomas de Atoyatenco;6536;2280
El Cerrito;1434;2280
San Damián;1435;2280
Tlaixco;6539;2280
Felipe Carrillo Puerto;119;2379
Valle del Mezquital;1649;2379
El Tintero;3035;2379
Las Teresas;120;2379
El Higo;1650;2379
Villas de Santa Mónica;1657;2379
Luis Donaldo Colosio;1195;2379
Los Tabachines;897;2379
Los Laureles;900;2379
Las Josefinas;1658;2379
Manuel Jurado;123;2379
San José;898;2379
San Diego;899;2379
Carrillo;1032;2379
La Higuera;3034;2379
Viveros Residencial;963;2379
Cedros Tilipanes;3099;2379
San Pedrito Peñuelas;1670;2379
Vista 2000;962;2379
Colinas del Parque;126;2379
Parque Querétaro 2000;2272;2379
Las Plazas;2388;2379
Balcones Coloniales;125;2379
Villas del Parque;966;2379
Cedros Alcatraces;3098;2379
Arboledas;124;2379
Altos del Marqués 1 y 2 Etapa;967;2379
Arboledas del Parque;1068;2379
Privada Arboledas;1274;2379
Anexo Ejido Bolaños;3096;2379
Bolaños;136;2379
Puerta del Cielo;1273;2379
Balcones del Acueducto;1275;2379
Rancho San Antonio;129;2379
El Pedregal de Querétaro;964;2379
Residencial el Refugio;2098;2379
El Campanario;971;2379
Lomas del Campanario III;3095;2379
La Purísima;1249;2379
Villas Palmira;2167;2379
Lomas del Campanario II;1698;2379
Lomas del Marqués 1 y 2 Etapa;131;2379
Miradores;3030;2379
Bolaños;1697;2379
Constituyentes;133;2379
Ejido Menchaca (Los Pinos);184;2379
Menchaca III;944;2379
Libertadores;1251;2379
Epigmenio González;1612;2379
Ladera de San José el Alto Oriente;3109;2379
San José el Alto;947;2379
Real de España;1247;2379
La Tinaja;1322;2379
Colinas de Menchaca 2a Sección;3046;2379
Jardines de San José 2a. Sección;3111;2379
Rinconada de las Joyas;3121;2379
Rancho Menchaca (Ex-Hacienda Menchaca);942;2379
Cinco Halcones;1242;2379
Santa Fe;1248;2379
Jardines de San José;1323;2379
Rancho Quemado;1324;2379
La Ladera (Menchaca III);1688;2379
Enrique Burgos (La Rinconada);3039;2379
Generación 2000;3113;2379
Los Huertos;3110;2379
Ignacio Pérez;3112;2379
Victoria Popular;941;2379
Mujeres Independientes;1239;2379
Nueva Creación;1246;2379
Renacimiento;1306;2379
El Arcángel (La Guayina);2258;2379
San Ángel;3041;2379
Oasis;3043;2379
Fray Junípero Serra;3108;2379
San Felipe (San José el Alto);1250;2379
Villas de San José;1325;2379
Palmas de San José;3042;2379
Jardines de San José 3a. Sección;3044;2379
Lomas de San José;3106;2379
Lomas de Mechaca;3114;2379
Menchaca I;939;2379
Cuauhtémoc;940;2379
Independencia (San José el Alto);1243;2379
Diana Laura Rojas;1245;2379
Los Arroyitos;1613;2379
Vistana;2052;2379
Lic. Alfredo Estrada Romero;2261;2379
Monarca;2262;2379
Nuevo Menchaca;3045;2379
Las Fuentes;938;2379
Menchaca II;943;2379
Colinas de Menchaca;1237;2379
Buenos Aires;1240;2379
San Lucas el Grande;1489;2291
San Antonio Chautla;7778;2291
La Calera;7777;2291
Zopilocalco;7793;2291
Analco de Ponciano Arriaga (Santa Cruz Analco);1490;2291
Los Ramírez;7786;2291
Guadalupe la Encinera;7787;2291
El Calvario;7783;2291
Los Japoneses;7784;2291
Alegre;7785;2291
San Gregorio Aztotoacan;1485;2291
La Ladrillera;7792;2291
San Andrés Hueyacatitla;1484;2291
La Anguiona;7790;2291
San Pedro Malinaltepec;7791;2291
Tlamaya;7794;2291
San Miguel Contla;7788;2291
Bañuelos;7789;2291
San Matías Atzala;1492;2270
San Felipe Teotlalcingo;1491;2270
San Juan Tlale;1493;2270
Chiautzingo;1494;2196
San Lorenzo Chiautzingo;1495;2196
Tlaltenco;1496;2196
San Nicolás Zacaloacayan;1499;2196
San Juan Tetla;1498;2196
El Electrón;6471;2497
El Tigre;6649;2497
Jerusalem;6769;2497
Oviáchic;7241;2497
Ejido Jacinto López;6354;2497
El Carrizo;6420;2497
El Centavito;6423;2497
Dunas de Kino;6351;2497
La Palma;6924;2497
Los Janos Uno;7117;2497
Nueva York;7233;2497
Palma Sola;7243;2497
Santa María el Rincón;2652;1993
Santiago el Limón;4822;1993
Fortín;5863;17
Natividad;5862;17
Chalcatongo de Hidalgo;2656;17
La Paz;2664;17
La Providencia;2665;17
Guadalupe Villanueva;5866;17
Santa Catalina Yuxía;2671;17
Reforma;2669;17
El Portillo;5865;17
Reyes Ixcatlán;5868;17
Allende;2674;17
Abasolo;2668;17
Plan de Ayala;5867;17
Chapultepec;2662;17
Iturbide;2657;17
Progreso;2666;17
Independencia;2675;17
Hidalgo;2663;17
Vista Hermosa;4434;17
El Fortín;4435;17
Yutianucaje;5870;17
Guerrero;2660;17
Colonia Yurancho;5864;17
Vista Alegre;5869;17
Zaragoza;2661;17
Juárez;2658;17
Molinos Aldama;2673;17
La Unión;2659;17
Cañada de Morelos;2670;17
Santa Maria Yucuhiti;2676;2024
La Primavera;5887;2024
Chapultepec Zaragoza;5877;2024
La Esperanza;5885;2024
Guadalupe Miramar;2680;2024
San Antonio Abad;203;2262
Unidad Satélite Magisterial;207;2262
Chapultepec;206;2262
Los Álamos;6231;2262
Ciudad Satélite;205;2262
Álamos Vista Hermosa;208;2262
Cristóbal Colón;210;2262
El Porvenir;211;2262
Gregorio Ramos;218;2262
América Norte;214;2262
América Sur;215;2262
Campo Militar 25;216;2262
El Cristo;217;2262
San Luis Gonzaga;220;2262
Puente Bravo;639;2262
Villa de Reyes;682;2262
Hermosa Provincia;2771;2262
Unidad y Progreso;224;2262
Gonzalo Bautista O¿Farril;222;2262
Rosales 1a. Sección;6751;2262
Pedregal;2770;2262
Los Álamos Toltepec;223;2262
Unidad La Colonia;1337;2077
Santiago Yolomecatl;1663;2077
El Calvario;965;2077
San Sebastián Nicananduta;1666;1924
Santo Domingo Tlatayapam;1667;2096
Santa Maria Nduayaco;1668;2001
Santo Domingo Ticú;1669;2001
San José de Gracia;1670;2001
Unión Paz y Progreso;1671;2001
San Vicente Nuñu;1672;2114
San Pedro Topiltepec;1673;1910
Santa MarÍa Tiltepec;1675;1910
Santiago Nejapilla;1676;2057
Las Flores;1127;1792
El Calvario;1680;1792
Emiliano Zapata;1681;1792
Jardín;3501;1792
La Peña;3502;1792
Vee Ñuu Savi;3593;1792
Santa Teresa;3500;1792
Jardín;3666;1792
Maria;3667;1792
Del Maestro;3503;1792
El Fresno;3504;1792
Tinquehue;4366;1792
Asunción Nochixtlan Centro;1678;1792
Chocano;3499;1792
Amatlan;1683;1792
Santiago Ixtaltepec;1682;1792
Buenavista;1686;1792
La Peña;1687;1792
El Fresno;1689;1792
Nuevo Morelos;1695;1792
Llundilum;1690;1792
Chocano O San Antonio;1692;1792
Santa MarÍa Tinú;1691;1792
Santiago Mitlatongo;1694;1792
La Cumbre;1684;1792
San Pedro Quilitongo;4418;1792
Santiago Amatlan;1685;1792
Santa Maria de Guadalupe;1688;1792
Santa Catarina Adequez;1696;1792
San Andres Sachio;1697;1792
San Miguel Huautla;1698;1848
San Miguel Chicahua;1700;1842
El Fortín Alto;1699;1842
Santa Maria Apazco;1701;1973
Tierra Colorada;1702;1973
Pericos;1703;1973
Santiago Apoala;1704;2029
Santa Maria Chachoapam;1706;1982
Montelobos;1707;1982
San Antonio Perales;1709;1982
San Agustin Montelobos;1708;1982
San Juan Ixtaltepec;1710;1882
San Pedro Cantaros Coxcaltepec;1711;1882
Yudodeñe;1712;1882
San Juan Tlalixtlahuaca;1713;2041
San Bartolome Zotula;1714;2041
Santiago Huauclilla;1716;2041
Santo Domingo Yanhuitlan;1717;2101
San Pedro Coxcaltepec;1719;2101
San Andres Sinaxtla;1720;87
San Juan Yucuita;1721;1802
San Juan Sayultepec;1722;634
San Andres Andua;1723;634
Santiago Tillo;1724;2071
San Mateo Yucucui;1725;2071
San Francisco Chindua;1726;131
Guadalupe Chieja;1727;131
Pueblo Nuevo;4506;131
San Mateo Etlatongo;1728;1828
San Antonio Etlatongo;4648;1828
Zaragoza;1731;2147
La Reforma;1895;2147
Santa Inés de Zaragoza;1730;2147
La Unión Zaragoza;1729;2147
Progreso;1757;2047
Las Pilas;3491;2047
Las Américas;3493;2047
San Pedro El Bajo;1280;2047
Santiago Juxtlahuaca Centro;1732;2047
Aviación;3488;2047
San Pedro El Alto;3489;2047
Los Pinos;3492;2047
Lagunilla;5734;1979
Los Figueroa;5736;1979
Paso Limón;4862;1979
El Jicarillo;1074;2306
Colinas San José;4089;1963
Los Higos;4096;1963
El Chapulín;4098;1963
Villas Dalias;4101;1963
San Ignacio;4112;1963
Eliseo Jimenez Ruiz;156;1963
Lomas de San Javier;3786;1963
Villas Xoxo 1;3804;1963
Tenochtitlán;3864;1963
Lomas de Monte Albán;4103;1963
Jardines;4107;1963
Lomas de Paragüito;4111;1963
Ampliación Indeco;4116;1963
Morelos;4130;1963
José Guadalupe Martínez García;5091;1963
Santa Anita;187;1963
3 de Octubre;1335;1963
Xoxocotlan 2a Sección;1359;1963
Arrazola;2788;1963
Ex- Garita de Xoxo;2789;1963
Diodoro Carrasco Altamirano;4087;1963
Odilón;4091;1963
Benito Juárez;4092;1963
La Oaxaqueña;4093;1963
Francisco I. Madero;4094;1963
2a Ampliación de Xoxo;4100;1963
Antequera;4115;1963
El Pedregal;4929;1963
Santa Alicia;4957;1963
Unión;3792;1963
Guadalupe;4109;1963
Simbolos Patrios;4996;1963
Jerusalén;3895;1963
Sector Arboles;4394;1968
La Ciénega;4704;1968
Santa Lucia Del Camino;2778;1968
Santa Lucia;4702;1968
El Refugio;3865;1968
Las Palmas;4706;1968
Sol Naciente;4352;1968
Itandehui;4353;1968
San Francisco Tutla;1254;1968
Aquiles Serdán;867;1968
25 de Enero;1354;1968
Ampliación Santa Lucia;3887;1968
Rancho Nuevo;3782;1968
Ejidal;3880;1968
Fernando Gómez Sandoval;164;1968
Primavera;190;1968
Santa Cecilia;3898;1968
Los Álamos;69;1968
Roma;3830;1968
Calicanto;3906;1968
Felipe Carrillo Puerto;152;1968
El Chamizal;972;1968
Jose Lopez Portillo;153;1968
Del Bosque Sur;938;1968
Nacional;3946;1968
Del Bosque Norte;4937;1968
Guelatao;138;1968
Santa María Ixcotel;2779;1968
El Bajío;146;1968
Nueva Santa Lucia;3814;1968
Victor Bravo Ahuja;142;1968
Barrio Vista Hermosa;5007;75
Manuel Gómez Portilla;5001;75
Soledad Etla;246;2117
Estanzuela;1011;2117
Matadamas;1176;2117
El Sabino;996;2117
Santo Tomas Mazaltepec;247;2109
Guadalupe Etla;248;24
San Jose El Mogote;249;24
El Roble;4220;1871
Fraternidad Mazateca;4843;1871
San Sebastián Etla;251;1871
Santa Cruz Etla;252;1871
Hacienda Blanca;3781;1871
El Manantial;3942;1871
San Pablo Etla;250;1871
Hacienda Blanca;4218;1871
La Ocotera;4603;1871
Residencial Hacienda Blanca;4232;1871
Riconada San Pablo;4219;1871
La Esmeralda;3780;1871
Barrio Morelos;4227;1871
Morelos;4228;1871
Benito Juárez;4229;1871
Capufe;4955;1871
Poblado Morelos;253;1871
San Sebastián de las Flores;254;1871
San Felipe Tejalapam;255;126
La Unión;4927;126
La Unión;260;126
Jalapa Del Valle;256;126
San Lorenzo Cacaotepec;258;1805
Barrio Alto;5824;1805
Juquilita;5816;1805
Paraje Hacienda Vieja;5815;1805
Riveras del Arenal;5818;1805
Barrio Bajo;5825;1805
San Antonio;5826;1805
Loma Rigues;5841;1805
La Era;5823;1805
San Isidro (Colonia San Isidro);5836;1805
La Gloria;5820;1805
La Mojonera;5821;1805
La Soledad;5822;1805
Paraje los Pintos;5840;1805
La Joya;5817;1805
El Arenal;5819;1805
El Chapulín;5833;1805
San Pedro Quiatoni;2258;1903
El Romadito;4621;1903
La Mancornada;4619;1903
Portillo Jinete;4620;1903
Cerro Castoche;4618;1903
Santa Maria Zoquitlan;2261;2027
Río Seco;2260;2027
Santo Tomas de Arriba;2264;122
San Dionisio Ocotepec;2263;122
Barrio Lindavista;4497;122
Barrio de Fátima;4975;122
San Baltazar Guelavila;2265;122
San Carlos Yautepec Centro;2266;116
Barrio El Manantial;5813;116
Barrio San Martín;5814;116
Los Lengüitos (Rancho el Carmen);5788;116
San Isidro Tapanalá;5800;116
El Platanar;5772;116
San Pedro Lachigoba;5804;116
Ojo de Agua;5793;116
San Baltazar Chivaguela (Lagunas);2269;116
El Revolcadero;5774;116
La Chirpa;5781;116
El Ojo de Agua;5770;116
La Chepín;5780;116
San Antonio los Guajes;5799;116
Yegalache;5811;116
El Atascadero;5765;116
La Bolsa;5779;116
Los Ranchos;5791;116
El Pipal;5771;116
El Arenal;5763;116
Asunción Lachixonase;5759;116
